Galaxy,D_Mpc,Rad_kpc,Vobs_kms,eVobs_kms,Vgas_kms,Vdisk_kms,Vbul_kms,SBdisk,SBbul,Vbar_kms,M_dyn_Msun,M_visible_Msun,M_F_residual_Msun,M_F_residual_clamped_Msun,R_g_kms2_per_kpc,mass_discrepancy_D,V_baryon_only_kms,V_OFR_direct_residual_kms,V_pISO_kms,V_NFW_kms,V_Burkert_kms,V_MOND_like_kms,V_OFR_power_law_kms,V_OFR_RAR_kms,V_OFR_fleet_kms
NGC2403,3.16,1.16,78.5,1.6,4.75,79.47,0.0,345.41,0.0,56.394174787827154,1662022688.2217948,857760665.0685552,804262023.1532396,804262023.1532396,2570.6440086206903,1.9376298726509689,56.394174787827154,78.5,70.89239807161742,75.94146051768955,67.60790631009809,77.45143780470003,82.07158163431812,77.20830932292857,71.22190216945458
NGC2403,3.16,1.27,83.4,1.8,5.15,82.18,0.0,332.26,0.0,58.337798210079896,2053881899.4119856,1004947638.7555195,1048934260.6564661,1048934260.6564661,2797.0561417322833,2.0437700634387452,58.337798210079896,83.4,74.3983296242354,78.7993645553441,70.9192812874518,80.41447706678646,84.4569664550832,80.17452411518875,73.53675601824642
NGC2403,3.16,1.36,86.4,1.6,5.51,85.19,0.0,317.57,0.0,60.48990122326205,2360511054.637275,1157029159.8754685,1203481894.7618067,1203481894.7618067,2798.4793014705883,2.0401482836364626,60.48990122326205,86.4,77.64291813436456,81.49483619314587,74.06943851238752,83.3276425715044,86.7526996072798,83.0767507870803,75.86423878344675
NGC2403,3.16,1.47,87.4,1.41,5.76,87.94,0.0,297.25,0.0,62.44917453417619,2610837520.431723,1332939335.6289713,1277898184.8027518,1277898184.8027518,2543.4425850340144,1.958706934850679,62.44917453417619,87.4,81.00281509002382,84.2269097561665,77.34007227498523,86.22089741408308,89.04516241750763,85.96945367089994,78.13439917578438
NGC2403,3.16,1.57,90.3,1.41,5.98,90.77,0.0,286.72,0.0,64.4620574446705,2976561076.6093693,1516867419.801856,1459693656.8075132,1459693656.8075132,2546.9637898089168,1.962308002500435,64.4620574446705,90.30000000000001,84.15744884245377,86.82663360922463,80.46909061265892,89.03393523373164,91.2523660189814,88.77570327188474,80.36561006521357
NGC2403,3.16,1.67,93.3,1.6,6.21,93.98,0.0,271.01,0.0,66.7434213986667,3380021042.058541,1729709010.6512341,1650312031.4073067,1650312031.4073067,2545.0333532934133,1.954098071551333,66.7434213986667,93.3,87.440744668824,89.57824543467184,83.77730591660658,92.06904282539912,93.61941450227775,91.79716935292475,82.7993903916156
NGC2403,3.16,1.77,93.3,1.41,6.42,96.86,0.0,252.38,0.0,68.79059674112443,3582417511.6428847,1947471296.5395696,1634946215.103315,1634946215.103315,2244.4880225988704,1.8395226250617533,68.79059674112443,93.3,90.46982722053922,92.11240606597208,86.86112177775973,94.85842097706234,95.79391545490023,94.5768601045761,85.0249292873956
NGC2403,3.16,1.87,95.2,1.25,6.61,99.21,0.0,231.06,0.0,70.46278556798617,3940534631.043199,2158742629.00177,1781792002.041429,1781792002.041429,2191.4630213903747,1.8253841741501866,70.46278556798617,95.2,93.1424461203348,94.32650437011516,89.61171744350273,97.2726080628666,97.67400382869377,96.98841944011781,86.92628656130847
NGC2403,3.16,1.97,97.2,1.6,6.81,101.42,0.0,214.5,0.0,72.03738126833873,4327513200.694737,2376959078.6600976,1950554122.0346398,1950554122.0346398,2161.652639593908,1.8206090460481024,72.03738126833873,97.2,95.6735881995357,96.43045386472964,92.25024019653918,99.57296406561815,99.45957269103113,99.28733165052091,88.73315558886034
NGC2403,3.16,2.08,99.1,2.02,7.01,103.79,0.0,203.15,0.0,73.72463733379772,4749526216.54487,2628622796.5709586,2120903419.9739118,2120903419.9739118,2108.407620192307,1.806849663915505,73.72463733379772,99.1,98.34923573229095,98.6715124098221,95.07606088688166,102.03744100552994,101.36586756557661,101.75021780121348,90.66904071183004
NGC2403,3.16,2.18,98.2,2.02,7.27,106.07,0.0,177.77,0.0,75.35433199226172,4887864010.174592,2878144453.848139,2009719556.3264532,2009719556.3264532,1818.791123853212,1.6982691760448008,75.35433199226172,98.2,100.78805773255733,100.74688275336301,97.680181389161,104.3474695646767,103.14797920395385,104.05598971962142,92.49613049174934
NGC2403,3.16,2.28,98.2,1.6,7.54,106.73,0.0,143.26,0.0,75.84522430581902,5112077955.595444,3049516393.972439,2062561561.623005,2062561561.623005,1706.4657675438598,1.6763569350536331,75.84522430581902,98.2,102.32031402521751,101.94253283084483,99.3741339828773,105.57223993892009,104.07996128332123,105.29956549915126,93.37050894042227
NGC2403,3.16,2.37,98.2,1.0,7.81,106.19,0.0,125.45,0.0,75.49274236640235,5313870506.474212,3140497089.1043997,2173373417.369812,2173373417.369812,1664.1712447257378,1.6920475821837522,75.49274236640235,98.2,103.0743731411205,102.41048119327745,100.27685945818858,105.91239052147715,104.3274920165816,105.67175845471134,93.49733572266555
NGC2403,3.16,2.47,97.2,1.12,8.25,105.57,0.0,115.5,0.0,75.10376122405587,5425866804.93198,3239365652.0364294,2186501152.8955507,2186501152.8955507,1541.4028542510127,1.6749781863992435,75.10376122405587,97.2,103.88141004315234,102.91890141532576,101.27091596370853,106.27321048074216,104.59471556050681,106.0663582994522,93.6393365775691
NGC2403,3.16,2.57,98.2,1.41,8.77,105.08,0.0,108.64,0.0,74.8185545169111,5762298397.315918,3344963595.378652,2417334801.937266,2417334801.937266,1574.0949027237357,1.7226789568882053,74.8185545169111,98.2,104.72848832686086,103.48855677416256,102.32699106000634,106.71252204257287,104.9263455268291,106.53577827342558,93.86459734617979
NGC2403,3.16,2.68,98.2,1.12,9.31,104.39,0.0,99.02,0.0,74.39967842672439,6008933737.278856,3449185535.6192064,2559748201.65965,2559748201.65965,1532.8088992537314,1.7421312003154152,74.39967842672439,98.2,105.54555668933436,104.02294146297261,103.39213766465849,107.07514236853204,105.2052540543093,106.93174283590548,94.02573651140355
NGC2403,3.16,2.78,98.2,1.6,9.95,103.8,0.0,91.66,0.0,74.06903874089362,6233147682.699708,3546156173.925983,2686991508.773725,2686991508.773725,1495.3300359712232,1.7577194508607699,74.06903874089362,98.2,106.28904940718918,104.53067048540869,104.37735115525722,107.43394658109463,105.48524429601008,107.31844924570022,94.21187781894972
NGC2403,3.16,2.88,99.1,2.69,10.97,103.16,0.0,86.76,0.0,73.76539635899749,6576267069.062128,3643657053.042264,2932610016.019864,2932610016.019864,1520.6514930555554,1.8048534681855661,73.76539635899749,99.1,107.01874391986102,105.04415525444398,105.36121718655932,107.8019430301524,105.77574961840641,107.71259470655946,94.41874329060809
NGC2403,3.16,2.98,100.0,2.69,11.96,102.68,0.0,83.79,0.0,73.58418851900183,6928766237.8426895,3751672493.4955635,3177093744.347126,3177093744.347126,1538.7138255033556,1.8468473060629336,73.58418851900183,100.0,107.80026031591404,105.62976807221636,106.40783783348671,108.27141212656737,106.14302681013073,108.205005557372,94.72168149188505
NGC2403,3.16,3.08,102.0,3.16,13.06,102.46,0.0,81.8,0.0,73.61786060461144,7450590688.947225,3881117101.264617,3569473587.6826077,3569473587.6826077,1618.3151298701296,1.9197026254424363,73.61786060461144,102.0,108.69500012448061,106.34988302433689,107.57652900048755,108.93264292967469,106.64984690735976,108.88471584704702,95.19214948161691
NGC2403,3.16,3.19,101.0,3.4,14.06,102.29,0.0,78.36,0.0,73.68382217284878,7566117403.061213,4026935002.9412394,3539182400.119973,3539182400.119973,1495.8289498432596,1.8788774582989258,73.68382217284878,100.99999999999999,109.66022798333766,107.14373841331266,108.84858572037142,109.67322715207693,107.2160519281945,109.6443191800802,95.72862041934974
NGC2403,3.16,3.29,101.0,3.4,15.05,102.51,0.0,75.36,0.0,74.03142947424425,7803299766.79354,4192449246.671054,3610850520.122486,3610850520.122486,1434.7560638297873,1.861274712625233,74.03142947424425,101.0,110.69625175019624,108.04613825192584,110.16742806621728,110.61099873556859,107.91810126865595,110.59420561562357,96.43781698592448
NGC2403,3.16,3.39,103.0,2.93,16.15,102.82,0.0,71.99,0.0,74.47683331076853,8362069887.53543,4372016060.08961,3990053827.44582,3990053827.44582,1493.2747197640117,1.9126347599381963,74.47683331076853,103.0,111.76479756485645,108.99867786678719,111.51922465999178,111.63278156525526,108.67718555081103,111.6261442153611,97.21873342900503
NGC2403,3.16,3.49,107.0,2.46,17.15,103.06,0.0,67.49,0.0,74.86524093329294,9290361807.152441,4548053088.0674095,4742308719.0850315,4742308719.0850315,1674.5546418338106,2.0427118213565456,74.86524093329294,107.0,112.76398421466571,109.89592674210067,112.80036766536575,112.5900338372829,109.38759284704338,112.59403654573633,97.95049586663909
NGC2403,3.16,3.59,110.0,2.46,18.14,102.95,0.0,62.39,0.0,75.02273555396391,10099955590.793577,4698074349.730639,5401881241.062938,5401881241.062938,1802.671072423398,2.149807525156057,75.02273555396391,110.0,113.58082587623908,110.62079271479206,113.89736832350218,113.31479303258257,109.931157750471,113.33250687891952,98.4986376441772
NGC2403,3.16,3.69,112.0,3.4,19.24,103.12,0.0,56.77,0.0,75.41249763799101,10762224738.485577,4879245395.044305,5882979343.441272,5882979343.441272,1858.2534417344175,2.20571499630177,75.41249763799101,112.0,114.52346934699362,111.48862690942896,115.11690933183665,114.25504840593636,110.62482575703365,114.28260246369977,99.223323743633
NGC2403,3.16,3.79,114.0,5.1,20.24,102.93,0.0,52.43,0.0,75.54435816128164,11452190350.414217,5029014950.208212,6423175400.206005,6423175400.206005,1923.2321767810026,2.277223365569846,75.54435816128164,114.0,115.27006428128085,112.16800177610686,116.13760658302806,114.93673776589912,111.13467849232461,114.97753690737592,99.74493580284617
NGC2403,3.16,3.9,118.0,5.1,21.03,102.5,0.0,47.97,0.0,75.4677805424275,12626072156.822626,5164489610.338278,7461582546.484348,7461582546.484348,2109.9010512820514,2.4447860504061723,75.4677805424275,118.0,115.91884457528452,112.75188329876818,117.08463570906471,115.46089918813287,111.53698060236077,115.51891206360666,100.14537427464708
NGC2403,3.16,3.99,118.0,4.85,21.83,101.99,0.0,44.58,0.0,75.34937922770166,12917443052.749306,5267104057.164646,7650338995.58466,7650338995.58466,2066.784724310777,2.4524753854403514,75.34937922770166,118.00000000000001,116.39390961189108,113.1823299505121,117.80038909433944,115.8270964304054,111.82307045298057,115.89950548471036,100.42915452157457
NGC2403,3.16,4.47,118.0,5.36,25.72,99.49,0.0,31.94,0.0,74.90426189476804,14471421164.35824,5831230732.914662,8640190431.443577,8640190431.443577,1859.8101901565997,2.4817095785069196,74.90426189476804,117.99999999999999,118.78155857848286,115.46003754492769,121.39754391945387,117.84371208571241,113.40014415793496,117.98395265918029,102.07139362136684
NGC2403,3.16,4.97,121.0,2.57,27.81,97.06,0.0,24.17,0.0,74.05212961151084,16918691625.725721,6336816618.576069,10581875007.149652,10581875007.149652,1842.5114889336019,2.6699039350656606,74.05212961151084,121.00000000000001,120.62202469729334,117.35484944639103,124.34557904374319,119.37020945045559,114.67405772910234,119.57598790348041,103.4786713909262
NGC2403,3.16,5.47,124.0,0.22,29.41,94.4,0.0,15.97,0.0,72.94263568037557,19555563822.539883,6766901820.079937,12788662002.459946,12788662002.459946,1838.2763985374772,2.8898843728619186,72.94263568037557,124.00000000000001,121.98505432674813,118.89482054668379,126.64509539147484,120.46475013316312,115.69412484980856,120.73009158469303,104.70250870417195
NGC2403,3.16,5.96,125.0,0.88,30.7,91.13,0.0,11.31,0.0,71.37806700941123,21652394493.258404,7060175070.392079,14592219422.866325,14592219422.866325,1766.80730704698,3.0668353514434825,71.37806700941123,125.0,122.79626449527464,119.95812152187386,128.21629171105533,120.89640023336648,116.33186506165285,121.21698494120362,105.58523685794488
NGC2403,3.16,6.46,126.0,0.45,31.7,87.9,0.0,7.9,0.0,69.77173496481223,23845874477.72681,7311916245.63174,16533958232.09507,16533958232.09507,1704.0100619195046,3.261234630795002,69.77173496481223,126.00000000000001,123.42787122301938,120.90698056172634,129.46243382031483,121.17506220384135,116.93202504239964,121.54492768668295,106.51447440835484
NGC2403,3.16,6.96,126.0,0.55,33.29,84.95,0.0,5.51,0.0,68.67659972654441,25691530397.05551,7632493689.940037,18059036707.115475,18059036707.115475,1603.3799784482762,3.366072929862763,68.67659972654441,126.00000000000001,124.18501063987377,122.02587126085652,130.67105792079423,121.8536552578076,117.79235393940863,122.26341267538912,107.8120372167657
NGC2403,3.16,7.45,126.0,0.45,34.99,81.98,0.0,3.88,0.0,67.71011962771887,27500273197.99764,7941509874.654435,19558763323.343204,19558763323.343204,1515.6160671140938,3.462851980549137,67.71011962771887,126.00000000000001,124.8477473685889,123.0650492927733,131.64324762220122,122.52288351614749,118.65183673759408,122.96695490082394,109.16841989342839
NGC2403,3.16,7.95,126.0,0.24,36.58,79.11,0.0,2.71,0.0,66.83780704062634,29345929117.32634,8257548978.588253,21088380138.738087,21088380138.738087,1435.0575534591194,3.5538304639088487,66.83780704062634,126.00000000000001,125.46576643297864,124.07757971134089,132.45725358497216,123.22939051279457,119.55001186695758,123.70441327795646,110.63688262532496
NGC2403,3.16,8.45,127.0,1.45,38.38,76.42,0.0,1.9,0.0,66.27995624621369,31688654261.54,8630993317.693235,23057660943.846764,23057660943.846764,1388.8718816568048,3.6714956315143206,66.27995624621369,127.0,126.14562181341496,125.15427853746881,133.22193831498623,124.19036097079247,120.58011291358338,124.69208364527022,112.3044760309399
NGC2403,3.16,8.94,128.0,1.12,39.97,74.09,0.0,1.34,0.0,65.89586443776271,34056271812.244385,9025961634.398302,25030310177.846085,25030310177.846085,1346.9502293064877,3.77314608589234,65.89586443776271,128.0,126.80674677758697,126.19881754848863,133.87623971603722,125.23916953638134,121.63625367986567,125.76433522025715,114.03528854633083
NGC2403,3.16,9.44,128.0,1.68,41.47,71.75,0.0,0.93,0.0,65.52703373417722,35960985000.848656,9424377142.511702,26536607858.336952,26536607858.336952,1280.7423569915254,3.815741290597869,65.52703373417722,128.0,127.41294191462623,127.18555776682201,134.4002873216893,126.2708174003081,122.68526532500333,126.81809264101516,115.8118578407531
NGC2403,3.16,9.94,127.0,2.56,42.57,69.58,0.0,0.65,0.0,65.0606878229857,37276357794.04823,9782803502.979603,27493554291.06863,27493554291.06863,1196.791438631791,3.810396251207006,65.0606878229857,126.99999999999999,127.899182057,128.03862128540123,134.7426782609486,127.13353456624353,123.64471901791366,127.70165499406544,117.53070149466993
NGC2403,3.16,10.43,127.0,1.24,43.96,67.61,0.0,0.46,0.0,64.94642137947248,39113924727.55766,10229028900.744263,28884895826.8134,28884895826.8134,1141.9906375838927,3.823816034453841,64.94642137947248,127.0,128.49024109101566,128.9735356939536,135.1310531787596,128.312436530356,124.73045249935714,128.8987662743703,119.40251985965767
NGC2403,3.16,10.93,128.0,0.21,45.06,65.75,0.0,0.32,0.0,64.74515310044451,41637030302.88939,10653058982.98267,30983971319.90672,30983971319.90672,1115.4679917657822,3.9084576898899086,64.74515310044451,128.0,128.99601241105464,129.81303651244437,135.38666476051748,129.37300632294279,125.7596258242119,129.9770634015316,121.2585720576578
NGC2403,3.16,11.43,130.0,1.13,45.76,64.12,0.0,0.22,0.0,64.41789192452669,44913053284.07244,11028054217.363304,33884999066.709137,33884999066.709137,1115.5148906386703,4.072618106407052,64.41789192452669,130.0,129.39078606849938,130.52406276248317,135.49526945378258,130.24420819586837,126.6927315933613,130.86521086506693,123.04172379189448
NGC2403,3.16,11.92,130.0,2.23,46.15,62.55,0.0,0.16,0.0,63.922404131884775,46838459767.81658,11324579937.734106,35513879830.08247,35513879830.08247,1074.993812919463,4.135999747924275,63.922404131884775,130.0,129.6508958096202,131.0775474328919,135.44657057003056,130.85266345775204,127.49205198505645,131.4895416954933,124.6954239455512
NGC2403,3.16,12.42,132.0,2.68,46.65,61.06,0.0,0.11,0.0,63.564017336854974,50316347005.6337,11667664053.88627,38648682951.74743,38648682951.74743,1077.5858051529792,4.312461069606671,63.564017336854974,132.0,129.95307448247922,131.66062394256636,135.40271788983122,131.60214549741954,128.3567739734389,132.25407764731705,126.45741178330528
NGC2403,3.16,12.92,133.0,2.68,46.95,59.67,0.0,0.08,0.0,63.12334710707283,53138028928.76159,11969670556.696142,41168358372.065445,41168358372.065445,1060.7154063467492,4.439389428227397,63.12334710707283,133.0,130.18252570926373,132.15373267840263,135.2642250510916,132.21543448116705,129.1570236076039,132.88163087827346,128.17554197765344
NGC2403,3.16,13.42,133.0,3.37,46.75,58.37,0.0,0.05,0.0,62.3625765182934,55194454196.90251,12135013415.53299,43059440781.36952,43059440781.36952,1028.3091691505215,4.5483636735211865,62.3625765182934,133.0,130.22971694466872,132.44977610752062,134.92903144465612,132.40850687956777,129.78147907658533,133.08821360049345,129.73732240747333
NGC2403,3.16,13.91,133.0,3.81,46.25,57.26,0.0,0.04,0.0,61.46882380524293,57209750959.680626,12220151254.734463,44989599704.94617,44989599704.94617,1000.0419626168225,4.681591067665043,61.46882380524293,133.0,130.1840956480626,132.63331247857477,134.4939568292876,132.37684266825474,130.30819154139132,133.0688085182267,131.20321576256381
NGC2403,3.16,14.41,133.0,2.56,45.95,56.12,0.0,0.03,0.0,60.71350508741857,59266176227.821556,12350207043.858164,46915969183.963394,46915969183.963394,971.7467244968772,4.798800215846989,60.71350508741857,133.0,130.19264639240154,132.85849836616995,134.08798993454303,132.49065262163938,130.90626860602748,133.19420591860356,132.779151950617
NGC2403,3.16,14.91,134.0,0.56,45.66,55.05,0.0,0.02,0.0,60.000723745634936,62248212587.56869,12480450633.354338,49767761954.21435,49767761954.21435,962.8379040912139,4.987657450541783,60.000723745634936,134.0,130.202956451653,133.0693937778502,133.67105234153826,132.61703726385832,131.51001550882557,133.3313729255029,134.3783303288504
NGC2403,3.16,15.4,134.0,0.79,45.26,54.06,0.0,0.01,0.0,59.24280040646289,64293928494.202385,12566997393.574848,51726931100.62753,51726931100.62753,938.070818181818,5.1160930873650114,59.24280040646289,133.99999999999997,130.17014272453747,133.21906624937577,133.2104638669333,132.63089337633107,132.06198150704682,133.3549822204939,135.92234910901973
NGC2403,3.16,15.9,133.0,0.67,44.76,53.11,0.0,0.01,0.0,58.42767880037679,65394323526.88153,12620426615.530201,52773896911.35133,52773896911.35133,897.8117201257862,5.181625433042798,58.42767880037679,133.0,130.1041002161675,133.3252703884095,132.69999988427833,132.55557368881867,132.5952559431799,133.2888016260702,137.4838675613513
NGC2403,3.16,16.4,134.0,2.35,44.16,52.26,0.0,0.01,0.0,57.581762737866924,68468858915.90384,12643095103.129335,55825763812.774506,55825763812.774506,892.7036951219513,5.4155140301805424,57.581762737866924,134.0,130.0124813205094,133.39225507060908,132.1572495287296,132.40388741607302,133.10494275817877,133.14545772197374,139.03692366744426
NGC2403,3.16,16.89,134.0,4.13,43.36,51.43,0.0,0.0,0.0,56.59162526381443,70514574822.53757,12576900591.85149,57937674230.68608,57937674230.68608,873.4983984606275,5.606673465179775,56.59162526381443,134.0,129.84248258772394,133.36651396446825,131.5405496861267,132.01247731836145,133.52725191900657,132.7611630109395,140.49819244031045
NGC2403,3.16,17.39,136.0,3.91,42.67,50.61,0.0,0.0,0.0,55.69034880479741,74785438430.4717,12540045241.704666,62245393188.76703,62245393188.76703,885.2550345025877,5.963729555118059,55.69034880479741,136.0,129.70907469326255,133.36633536988836,130.9459279016111,131.71439254069415,133.9978399199772,132.4698437301959,142.03987104250444
NGC2403,3.16,17.89,136.0,6.38,41.87,49.84,0.0,0.0,0.0,54.72759541584117,76935681053.5445,12458412878.437353,64477268175.10714,64477268175.10714,866.4555785354946,6.175399852633111,54.72759541584117,136.0,129.54247711313414,133.3213408210633,130.3146403423363,131.2988040484501,134.43640158660966,132.06016150238574,143.56299790018647
NGC2403,3.16,18.38,135.0,8.39,41.07,49.16,0.0,0.0,0.0,53.80611210633974,77884796473.30447,12372241159.66156,65512555313.642914,65512555313.642914,834.053443960827,6.295124340708779,53.80611210633974,135.0,129.383121679146,133.26940385800947,129.69703212965715,130.88404866261675,134.86969471973103,131.6506001232294,145.06959728004762
NGC2403,3.16,18.88,133.0,7.83,40.27,48.46,0.0,0.0,0.0,52.8758801345188,77650618125.00146,12273172946.190458,65377445178.811005,65377445178.811005,788.8316366525423,6.326857648421216,52.8758801345188,133.0,129.21985196318724,133.20437621061484,129.06411470958946,130.43816920223824,135.31048047082044,131.20942089581814,146.61562632492394
NGC2403,3.16,19.38,134.0,6.26,39.87,47.78,0.0,0.0,0.0,52.25974645939262,80910151572.57419,12306314644.575216,68603836927.99897,68603836927.99897,785.5995304437565,6.57468575356477,52.25974645939262,134.0,129.179174245344,133.247179933353,128.55305243443703,130.3831526484076,135.86672541360193,131.15970429164383,148.27732573104123
NGC2403,3.16,19.87,136.0,5.6,39.87,47.15,0.0,0.0,0.0,51.97285974429346,85450641840.91275,12479314805.587654,72971327035.3251,72971327035.3251,794.907994464016,6.847382502335139,51.97285974429346,136.0,129.25964361093023,133.39536588309898,128.17376934316187,130.73714399463395,136.52339654529172,131.51976485640864,150.0149396684139
NGC2403,3.16,20.37,135.0,5.24,39.87,46.52,0.0,0.0,0.0,51.68822012799435,86317372370.03334,12653592071.677858,73663780298.35548,73663780298.35548,763.5408885616101,6.821570656069657,51.68822012799435,135.0,129.33647638844792,133.53126573243765,127.78306840393115,131.0913077211851,137.18482591184738,131.87989704013646,151.7853293294888
NGC2403,3.16,20.87,134.0,3.12,39.87,45.97,0.0,0.0,0.0,51.44159163556275,87130797900.90935,12840764743.856533,74290033157.05281,74290033157.05281,733.5775107810254,6.785483547044638,51.44159163556275,134.0,129.4204012667304,133.66423085143555,127.401708257637,131.48048497886015,137.84905277927257,132.27496166907525,153.56306385700748
