R_kpc,Vobs,errV,Vbar_fid,Baryon-only_(ϒ=0.5,_,OFR_direct_(ϒ_opt,_1,pISO_halo,NFW_halo,Burkert_halo,MOND_(RAR,_g†=1.2e-1
0.3200,24.4000,35.9000,44.7457,44.7457,73.2289,39.9818,47.4423,27.7439,52.4625
0.6400,43.3000,16.3000,52.0855,52.0855,85.2409,50.1582,60.0646,37.7172,64.2598
0.9600,45.5000,16.1000,55.8473,55.8473,91.3973,58.4952,68.6816,47.0064,71.6171
1.2800,58.5000,15.4000,58.4788,58.4788,95.7028,66.3156,75.5797,56.0586,77.2976
1.6100,68.8000,7.6100,59.5527,59.5527,97.4613,73.2020,81.0814,64.6990,81.2217
1.9300,76.9000,10.3000,58.8100,58.8100,96.2460,78.5480,85.0422,72.2761,83.0642
2.2400,82.0000,8.0900,61.5448,61.5448,100.7234,85.1694,90.0206,80.0399,87.8093
2.5700,86.9000,7.6000,62.8617,62.8617,102.8841,90.7922,94.2007,87.3539,91.2062
2.8900,97.6000,3.0300,62.9021,62.9021,102.9596,95.1231,97.4007,93.6370,93.1900
3.2100,100.0000,5.3100,66.3239,66.3239,108.5529,100.6199,101.7574,100.0905,98.2429
3.5400,107.0000,7.5100,71.5723,71.5723,117.1332,106.6596,106.7408,106.5422,104.9785
3.8500,113.0000,7.3200,76.7431,76.7431,125.5937,112.1033,111.3542,112.1795,111.4483
4.1700,117.0000,5.2100,81.6920,81.6920,133.6792,117.2363,115.7970,117.4868,117.6885
4.5000,119.0000,5.6700,85.2687,85.2687,139.4905,121.4851,119.5345,122.2228,122.6344
4.8200,127.0000,5.3900,88.8061,88.8061,145.2125,125.4119,123.0611,126.4659,127.4386
5.1500,132.0000,4.3400,91.6974,91.6974,149.8653,128.8657,126.2185,130.3318,131.6374
5.4600,134.0000,2.3600,94.4231,94.4231,154.2502,131.9484,129.0830,133.6717,135.5472
5.7800,137.0000,0.8900,96.8419,96.8419,158.1213,134.7785,131.7557,136.7674,139.1755
6.1000,140.0000,2.8400,99.0306,99.0306,161.6053,137.3580,134.2293,139.5694,142.5519
6.4300,142.0000,0.8800,100.8627,100.8627,164.4943,139.6742,136.4895,142.1345,145.6012
6.7400,144.0000,1.2300,101.3214,101.3214,165.1157,141.0904,137.9361,144.0832,147.2548
7.0600,146.0000,1.5700,100.4872,100.4872,163.6057,141.7855,138.7415,145.6373,147.6996
8.0400,147.0000,3.0000,97.3302,97.3302,157.8649,143.2297,140.6422,149.3897,148.2313
9.0400,148.0000,3.0000,94.6267,94.6267,152.6725,144.5036,142.4373,152.2306,148.9074
10.0400,152.0000,2.0000,93.6245,93.6245,150.1194,146.2233,144.6266,154.5690,150.9548
11.0400,155.0000,2.0000,93.5733,93.5733,149.0655,148.0733,146.8907,156.4347,153.7304
12.0500,156.0000,2.0000,93.3628,93.3628,147.7305,149.6043,148.8129,157.7662,156.2013
14.0500,157.0000,2.0000,90.3606,90.3606,140.9726,150.8653,150.8230,158.7330,157.9903
16.0700,153.0000,2.0000,84.7522,84.7522,130.4255,150.4492,151.0600,158.0348,156.4363
18.1300,153.0000,2.0000,80.8481,80.8481,122.9376,150.4643,151.4661,156.9831,156.1564
20.0500,154.0000,2.0000,78.9488,78.9488,118.4533,151.0107,152.1737,156.1198,157.4084
22.1200,153.0000,2.0000,76.5902,76.5902,113.5823,151.2226,152.4209,154.7495,158.0586
24.0300,150.0000,2.0000,74.3764,74.3764,109.0313,151.2737,152.4021,153.3479,158.3222
26.1000,149.0000,2.0000,72.9913,72.9913,105.1800,151.6668,152.6107,152.1227,159.5570
28.1600,148.0000,2.0000,72.0230,72.0230,102.1394,152.0944,152.7608,150.9085,161.0782
30.0800,146.0000,2.0000,70.3172,70.3172,98.9971,152.0152,152.3603,149.3080,161.3248
32.1400,147.0000,2.0000,68.3362,68.3362,95.7855,151.7833,151.7252,147.4543,161.2002
34.0600,148.0000,2.0000,67.2462,67.2462,93.4962,151.8509,151.3742,146.0495,161.9034
36.1200,148.0000,2.0000,66.7919,66.7919,91.7198,152.1788,151.2182,144.8510,163.4755
38.1900,149.0000,2.0000,66.3527,66.3527,90.1316,152.4556,150.9791,143.6363,164.9753
40.1000,150.0000,2.0000,66.0035,66.0035,88.7946,152.6953,150.7234,142.5483,166.3519
42.1700,150.0000,3.0000,66.2190,66.2190,87.8986,153.1711,150.6498,141.6522,168.5810
44.0800,149.0000,3.0000,64.7132,64.7132,85.8786,152.8471,149.7937,140.0412,168.2062
